ts,grupo,topico,lag
2026-09-19T15:16:11+00:00,audit-service,audit.events,0
2026-09-19T15:16:11+00:00,audit-service,audit.events,0
2026-09-19T15:16:11+00:00,audit-service,audit.events,0
2026-09-19T15:16:11+00:00,lab-service,exam.requested,0
2026-09-19T15:16:11+00:00,lab-service,exam.requested,0
2026-09-19T15:16:11+00:00,notification-service,exam.completed,0
2026-09-19T15:16:11+00:00,notification-service,exam.completed,0
2026-09-19T15:16:11+00:00,result-service,exam.completed,0
2026-09-19T15:16:11+00:00,result-service,exam.completed,0
2026-09-19T15:16:31+00:00,audit-service,audit.events,0
2026-09-19T15:16:31+00:00,audit-service,audit.events,0
2026-09-19T15:16:31+00:00,audit-service,audit.events,0
2026-09-19T15:16:31+00:00,lab-service,exam.requested,0
2026-09-19T15:16:31+00:00,lab-service,exam.requested,0
2026-09-19T15:16:31+00:00,notification-service,exam.completed,0
2026-09-19T15:16:31+00:00,notification-service,exam.completed,0
2026-09-19T15:16:31+00:00,result-service,exam.completed,0
2026-09-19T15:16:31+00:00,result-service,exam.completed,0
2026-09-19T15:16:50+00:00,audit-service,audit.events,0
2026-09-19T15:16:50+00:00,audit-service,audit.events,0
2026-09-19T15:16:50+00:00,audit-service,audit.events,0
2026-09-19T15:16:50+00:00,lab-service,exam.requested,0
2026-09-19T15:16:50+00:00,lab-service,exam.requested,0
2026-09-19T15:16:50+00:00,notification-service,exam.completed,0
2026-09-19T15:16:50+00:00,notification-service,exam.completed,0
2026-09-19T15:16:50+00:00,result-service,exam.completed,0
2026-09-19T15:16:50+00:00,result-service,exam.completed,0
2026-09-19T15:17:10+00:00,audit-service,audit.events,0
2026-09-19T15:17:10+00:00,audit-service,audit.events,0
2026-09-19T15:17:10+00:00,audit-service,audit.events,0
2026-09-19T15:17:10+00:00,lab-service,exam.requested,0
2026-09-19T15:17:10+00:00,lab-service,exam.requested,0
2026-09-19T15:17:10+00:00,notification-service,exam.completed,0
2026-09-19T15:17:10+00:00,notification-service,exam.completed,0
2026-09-19T15:17:10+00:00,result-service,exam.completed,0
2026-09-19T15:17:10+00:00,result-service,exam.completed,0
2026-09-19T15:17:28+00:00,audit-service,audit.events,0
2026-09-19T15:17:28+00:00,audit-service,audit.events,0
2026-09-19T15:17:28+00:00,audit-service,audit.events,0
2026-09-19T15:17:28+00:00,lab-service,exam.requested,0
2026-09-19T15:17:28+00:00,lab-service,exam.requested,0
2026-09-19T15:17:28+00:00,notification-service,exam.completed,0
2026-09-19T15:17:28+00:00,notification-service,exam.completed,0
2026-09-19T15:17:28+00:00,result-service,exam.completed,0
2026-09-19T15:17:28+00:00,result-service,exam.completed,0
2026-09-19T15:17:47+00:00,audit-service,audit.events,0
2026-09-19T15:17:47+00:00,audit-service,audit.events,1
2026-09-19T15:17:47+00:00,audit-service,audit.events,0
2026-09-19T15:17:47+00:00,lab-service,exam.requested,0
2026-09-19T15:17:47+00:00,lab-service,exam.requested,0
2026-09-19T15:17:47+00:00,notification-service,exam.completed,0
2026-09-19T15:17:47+00:00,notification-service,exam.completed,0
2026-09-19T15:17:47+00:00,result-service,exam.completed,0
2026-09-19T15:17:47+00:00,result-service,exam.completed,0
2026-09-19T15:18:06+00:00,audit-service,audit.events,0
2026-09-19T15:18:06+00:00,audit-service,audit.events,1
2026-09-19T15:18:06+00:00,audit-service,audit.events,0
2026-09-19T15:18:06+00:00,lab-service,exam.requested,0
2026-09-19T15:18:06+00:00,lab-service,exam.requested,0
2026-09-19T15:18:06+00:00,notification-service,exam.completed,0
2026-09-19T15:18:06+00:00,notification-service,exam.completed,0
2026-09-19T15:18:06+00:00,result-service,exam.completed,0
2026-09-19T15:18:06+00:00,result-service,exam.completed,0
2026-09-19T15:18:26+00:00,audit-service,audit.events,0
2026-09-19T15:18:26+00:00,audit-service,audit.events,0
2026-09-19T15:18:26+00:00,audit-service,audit.events,0
2026-09-19T15:18:26+00:00,lab-service,exam.requested,0
2026-09-19T15:18:26+00:00,lab-service,exam.requested,0
2026-09-19T15:18:26+00:00,notification-service,exam.completed,0
2026-09-19T15:18:26+00:00,notification-service,exam.completed,0
2026-09-19T15:18:26+00:00,result-service,exam.completed,0
2026-09-19T15:18:26+00:00,result-service,exam.completed,0
2026-09-19T15:18:46+00:00,audit-service,audit.events,0
2026-09-19T15:18:46+00:00,audit-service,audit.events,2
2026-09-19T15:18:46+00:00,audit-service,audit.events,0
2026-09-19T15:18:46+00:00,lab-service,exam.requested,0
2026-09-19T15:18:46+00:00,lab-service,exam.requested,0
2026-09-19T15:18:46+00:00,notification-service,exam.completed,0
2026-09-19T15:18:46+00:00,notification-service,exam.completed,0
2026-09-19T15:18:46+00:00,result-service,exam.completed,0
2026-09-19T15:18:46+00:00,result-service,exam.completed,0
2026-09-19T15:19:05+00:00,audit-service,audit.events,0
2026-09-19T15:19:05+00:00,audit-service,audit.events,5
2026-09-19T15:19:05+00:00,audit-service,audit.events,0
2026-09-19T15:19:05+00:00,lab-service,exam.requested,0
2026-09-19T15:19:05+00:00,lab-service,exam.requested,0
2026-09-19T15:19:05+00:00,notification-service,exam.completed,0
2026-09-19T15:19:05+00:00,notification-service,exam.completed,0
2026-09-19T15:19:05+00:00,result-service,exam.completed,0
2026-09-19T15:19:05+00:00,result-service,exam.completed,0
2026-09-19T15:19:25+00:00,audit-service,audit.events,0
2026-09-19T15:19:25+00:00,audit-service,audit.events,0
2026-09-19T15:19:25+00:00,audit-service,audit.events,0
2026-09-19T15:19:25+00:00,lab-service,exam.requested,0
2026-09-19T15:19:25+00:00,lab-service,exam.requested,0
2026-09-19T15:19:25+00:00,notification-service,exam.completed,0
2026-09-19T15:19:25+00:00,notification-service,exam.completed,0
2026-09-19T15:19:25+00:00,result-service,exam.completed,0
2026-09-19T15:19:25+00:00,result-service,exam.completed,0
2026-09-19T15:19:45+00:00,audit-service,audit.events,0
2026-09-19T15:19:45+00:00,audit-service,audit.events,0
2026-09-19T15:19:45+00:00,audit-service,audit.events,0
2026-09-19T15:19:45+00:00,lab-service,exam.requested,0
2026-09-19T15:19:45+00:00,lab-service,exam.requested,0
2026-09-19T15:19:45+00:00,notification-service,exam.completed,0
2026-09-19T15:19:45+00:00,notification-service,exam.completed,0
2026-09-19T15:19:45+00:00,result-service,exam.completed,0
2026-09-19T15:19:45+00:00,result-service,exam.completed,0
2026-09-19T15:20:05+00:00,audit-service,audit.events,0
2026-09-19T15:20:05+00:00,audit-service,audit.events,0
2026-09-19T15:20:05+00:00,audit-service,audit.events,0
2026-09-19T15:20:05+00:00,lab-service,exam.requested,0
2026-09-19T15:20:05+00:00,lab-service,exam.requested,0
2026-09-19T15:20:05+00:00,notification-service,exam.completed,0
2026-09-19T15:20:05+00:00,notification-service,exam.completed,0
2026-09-19T15:20:05+00:00,result-service,exam.completed,0
2026-09-19T15:20:05+00:00,result-service,exam.completed,0
2026-09-19T15:20:25+00:00,audit-service,audit.events,0
2026-09-19T15:20:25+00:00,audit-service,audit.events,0
2026-09-19T15:20:25+00:00,audit-service,audit.events,3
2026-09-19T15:20:25+00:00,lab-service,exam.requested,0
2026-09-19T15:20:25+00:00,lab-service,exam.requested,0
2026-09-19T15:20:25+00:00,notification-service,exam.completed,0
2026-09-19T15:20:25+00:00,notification-service,exam.completed,0
2026-09-19T15:20:25+00:00,result-service,exam.completed,0
2026-09-19T15:20:25+00:00,result-service,exam.completed,0
2026-09-19T15:20:45+00:00,audit-service,audit.events,0
2026-09-19T15:20:45+00:00,audit-service,audit.events,0
2026-09-19T15:20:45+00:00,audit-service,audit.events,0
2026-09-19T15:20:45+00:00,lab-service,exam.requested,0
2026-09-19T15:20:45+00:00,lab-service,exam.requested,0
2026-09-19T15:20:45+00:00,notification-service,exam.completed,0
2026-09-19T15:20:45+00:00,notification-service,exam.completed,0
2026-09-19T15:20:45+00:00,result-service,exam.completed,0
2026-09-19T15:20:45+00:00,result-service,exam.completed,0
2026-09-19T15:21:05+00:00,audit-service,audit.events,0
2026-09-19T15:21:05+00:00,audit-service,audit.events,0
2026-09-19T15:21:05+00:00,audit-service,audit.events,3
2026-09-19T15:21:05+00:00,lab-service,exam.requested,0
2026-09-19T15:21:05+00:00,lab-service,exam.requested,0
2026-09-19T15:21:05+00:00,notification-service,exam.completed,0
2026-09-19T15:21:05+00:00,notification-service,exam.completed,0
2026-09-19T15:21:05+00:00,result-service,exam.completed,0
2026-09-19T15:21:05+00:00,result-service,exam.completed,0
2026-09-19T15:21:25+00:00,audit-service,audit.events,0
2026-09-19T15:21:25+00:00,audit-service,audit.events,0
2026-09-19T15:21:25+00:00,audit-service,audit.events,3
2026-09-19T15:21:25+00:00,lab-service,exam.requested,0
2026-09-19T15:21:25+00:00,lab-service,exam.requested,0
2026-09-19T15:21:25+00:00,notification-service,exam.completed,0
2026-09-19T15:21:25+00:00,notification-service,exam.completed,0
2026-09-19T15:21:25+00:00,result-service,exam.completed,0
2026-09-19T15:21:25+00:00,result-service,exam.completed,0
2026-09-19T15:21:47+00:00,audit-service,audit.events,0
2026-09-19T15:21:47+00:00,audit-service,audit.events,0
2026-09-19T15:21:47+00:00,audit-service,audit.events,3
2026-09-19T15:21:47+00:00,lab-service,exam.requested,0
2026-09-19T15:21:47+00:00,lab-service,exam.requested,0
2026-09-19T15:21:47+00:00,notification-service,exam.completed,0
2026-09-19T15:21:47+00:00,notification-service,exam.completed,0
2026-09-19T15:21:47+00:00,result-service,exam.completed,0
2026-09-19T15:21:47+00:00,result-service,exam.completed,0
2026-09-19T15:22:07+00:00,audit-service,audit.events,0
2026-09-19T15:22:07+00:00,audit-service,audit.events,0
2026-09-19T15:22:07+00:00,audit-service,audit.events,2
2026-09-19T15:22:07+00:00,lab-service,exam.requested,0
2026-09-19T15:22:07+00:00,lab-service,exam.requested,0
2026-09-19T15:22:07+00:00,notification-service,exam.completed,0
2026-09-19T15:22:07+00:00,notification-service,exam.completed,0
2026-09-19T15:22:07+00:00,result-service,exam.completed,0
2026-09-19T15:22:07+00:00,result-service,exam.completed,0
2026-09-19T15:22:27+00:00,audit-service,audit.events,0
2026-09-19T15:22:27+00:00,audit-service,audit.events,0
2026-09-19T15:22:27+00:00,audit-service,audit.events,2
2026-09-19T15:22:27+00:00,lab-service,exam.requested,0
2026-09-19T15:22:27+00:00,lab-service,exam.requested,0
2026-09-19T15:22:27+00:00,notification-service,exam.completed,0
2026-09-19T15:22:27+00:00,notification-service,exam.completed,0
2026-09-19T15:22:27+00:00,result-service,exam.completed,0
2026-09-19T15:22:27+00:00,result-service,exam.completed,0
2026-09-19T15:22:47+00:00,audit-service,audit.events,0
2026-09-19T15:22:47+00:00,audit-service,audit.events,0
2026-09-19T15:22:47+00:00,audit-service,audit.events,8
2026-09-19T15:22:47+00:00,lab-service,exam.requested,0
2026-09-19T15:22:47+00:00,lab-service,exam.requested,0
2026-09-19T15:22:47+00:00,notification-service,exam.completed,0
2026-09-19T15:22:47+00:00,notification-service,exam.completed,0
2026-09-19T15:22:47+00:00,result-service,exam.completed,0
2026-09-19T15:22:47+00:00,result-service,exam.completed,0
2026-09-19T15:23:08+00:00,audit-service,audit.events,0
2026-09-19T15:23:08+00:00,audit-service,audit.events,0
2026-09-19T15:23:08+00:00,audit-service,audit.events,2
2026-09-19T15:23:08+00:00,lab-service,exam.requested,0
2026-09-19T15:23:08+00:00,lab-service,exam.requested,0
2026-09-19T15:23:08+00:00,notification-service,exam.completed,0
2026-09-19T15:23:08+00:00,notification-service,exam.completed,0
2026-09-19T15:23:08+00:00,result-service,exam.completed,0
2026-09-19T15:23:08+00:00,result-service,exam.completed,0
2026-09-19T15:23:27+00:00,audit-service,audit.events,0
2026-09-19T15:23:27+00:00,audit-service,audit.events,0
2026-09-19T15:23:27+00:00,audit-service,audit.events,5
2026-09-19T15:23:27+00:00,lab-service,exam.requested,0
2026-09-19T15:23:27+00:00,lab-service,exam.requested,0
2026-09-19T15:23:27+00:00,notification-service,exam.completed,0
2026-09-19T15:23:27+00:00,notification-service,exam.completed,0
2026-09-19T15:23:27+00:00,result-service,exam.completed,0
2026-09-19T15:23:27+00:00,result-service,exam.completed,0
2026-09-19T15:23:47+00:00,audit-service,audit.events,0
2026-09-19T15:23:47+00:00,audit-service,audit.events,0
2026-09-19T15:23:47+00:00,audit-service,audit.events,2
2026-09-19T15:23:47+00:00,lab-service,exam.requested,0
2026-09-19T15:23:47+00:00,lab-service,exam.requested,0
2026-09-19T15:23:47+00:00,notification-service,exam.completed,0
2026-09-19T15:23:47+00:00,notification-service,exam.completed,0
2026-09-19T15:23:47+00:00,result-service,exam.completed,0
2026-09-19T15:23:47+00:00,result-service,exam.completed,0
2026-09-19T15:24:07+00:00,audit-service,audit.events,0
2026-09-19T15:24:07+00:00,audit-service,audit.events,0
2026-09-19T15:24:07+00:00,audit-service,audit.events,3
2026-09-19T15:24:07+00:00,lab-service,exam.requested,0
2026-09-19T15:24:07+00:00,lab-service,exam.requested,0
2026-09-19T15:24:07+00:00,notification-service,exam.completed,0
2026-09-19T15:24:07+00:00,notification-service,exam.completed,0
2026-09-19T15:24:07+00:00,result-service,exam.completed,0
2026-09-19T15:24:07+00:00,result-service,exam.completed,0
2026-09-19T15:24:27+00:00,audit-service,audit.events,0
2026-09-19T15:24:27+00:00,audit-service,audit.events,0
2026-09-19T15:24:27+00:00,audit-service,audit.events,8
2026-09-19T15:24:27+00:00,lab-service,exam.requested,0
2026-09-19T15:24:27+00:00,lab-service,exam.requested,0
2026-09-19T15:24:27+00:00,notification-service,exam.completed,0
2026-09-19T15:24:27+00:00,notification-service,exam.completed,0
2026-09-19T15:24:27+00:00,result-service,exam.completed,0
2026-09-19T15:24:27+00:00,result-service,exam.completed,0
2026-09-19T15:24:47+00:00,audit-service,audit.events,0
2026-09-19T15:24:47+00:00,audit-service,audit.events,0
2026-09-19T15:24:47+00:00,audit-service,audit.events,7
2026-09-19T15:24:47+00:00,lab-service,exam.requested,0
2026-09-19T15:24:47+00:00,lab-service,exam.requested,0
2026-09-19T15:24:47+00:00,notification-service,exam.completed,0
2026-09-19T15:24:47+00:00,notification-service,exam.completed,0
2026-09-19T15:24:47+00:00,result-service,exam.completed,0
2026-09-19T15:24:47+00:00,result-service,exam.completed,0
2026-09-19T15:25:07+00:00,audit-service,audit.events,0
2026-09-19T15:25:07+00:00,audit-service,audit.events,0
2026-09-19T15:25:07+00:00,audit-service,audit.events,3
2026-09-19T15:25:07+00:00,lab-service,exam.requested,0
2026-09-19T15:25:07+00:00,lab-service,exam.requested,0
2026-09-19T15:25:07+00:00,notification-service,exam.completed,0
2026-09-19T15:25:07+00:00,notification-service,exam.completed,0
2026-09-19T15:25:07+00:00,result-service,exam.completed,0
2026-09-19T15:25:07+00:00,result-service,exam.completed,0
2026-09-19T15:25:26+00:00,audit-service,audit.events,0
2026-09-19T15:25:26+00:00,audit-service,audit.events,0
2026-09-19T15:25:26+00:00,audit-service,audit.events,9
2026-09-19T15:25:26+00:00,lab-service,exam.requested,0
2026-09-19T15:25:26+00:00,lab-service,exam.requested,0
2026-09-19T15:25:26+00:00,notification-service,exam.completed,0
2026-09-19T15:25:26+00:00,notification-service,exam.completed,0
2026-09-19T15:25:26+00:00,result-service,exam.completed,0
2026-09-19T15:25:26+00:00,result-service,exam.completed,0
2026-09-19T15:25:46+00:00,audit-service,audit.events,0
2026-09-19T15:25:46+00:00,audit-service,audit.events,0
2026-09-19T15:25:46+00:00,audit-service,audit.events,7
2026-09-19T15:25:46+00:00,lab-service,exam.requested,0
2026-09-19T15:25:46+00:00,lab-service,exam.requested,0
2026-09-19T15:25:46+00:00,notification-service,exam.completed,0
2026-09-19T15:25:46+00:00,notification-service,exam.completed,0
2026-09-19T15:25:46+00:00,result-service,exam.completed,0
2026-09-19T15:25:46+00:00,result-service,exam.completed,0
2026-09-19T15:26:05+00:00,audit-service,audit.events,0
2026-09-19T15:26:05+00:00,audit-service,audit.events,0
2026-09-19T15:26:05+00:00,audit-service,audit.events,6
2026-09-19T15:26:05+00:00,lab-service,exam.requested,0
2026-09-19T15:26:05+00:00,lab-service,exam.requested,0
2026-09-19T15:26:05+00:00,notification-service,exam.completed,0
2026-09-19T15:26:05+00:00,notification-service,exam.completed,0
2026-09-19T15:26:05+00:00,result-service,exam.completed,0
2026-09-19T15:26:05+00:00,result-service,exam.completed,0
2026-09-19T15:26:26+00:00,audit-service,audit.events,0
2026-09-19T15:26:26+00:00,audit-service,audit.events,0
2026-09-19T15:26:26+00:00,audit-service,audit.events,4
2026-09-19T15:26:26+00:00,lab-service,exam.requested,0
2026-09-19T15:26:26+00:00,lab-service,exam.requested,0
2026-09-19T15:26:26+00:00,notification-service,exam.completed,0
2026-09-19T15:26:26+00:00,notification-service,exam.completed,0
2026-09-19T15:26:26+00:00,result-service,exam.completed,0
2026-09-19T15:26:26+00:00,result-service,exam.completed,0
2026-09-19T15:26:46+00:00,audit-service,audit.events,0
2026-09-19T15:26:46+00:00,audit-service,audit.events,0
2026-09-19T15:26:46+00:00,audit-service,audit.events,2
2026-09-19T15:26:46+00:00,lab-service,exam.requested,0
2026-09-19T15:26:46+00:00,lab-service,exam.requested,0
2026-09-19T15:26:46+00:00,notification-service,exam.completed,0
2026-09-19T15:26:46+00:00,notification-service,exam.completed,0
2026-09-19T15:26:46+00:00,result-service,exam.completed,0
2026-09-19T15:26:46+00:00,result-service,exam.completed,0
2026-09-19T15:27:06+00:00,audit-service,audit.events,0
2026-09-19T15:27:06+00:00,audit-service,audit.events,0
2026-09-19T15:27:06+00:00,audit-service,audit.events,0
2026-09-19T15:27:06+00:00,lab-service,exam.requested,0
2026-09-19T15:27:06+00:00,lab-service,exam.requested,0
2026-09-19T15:27:06+00:00,notification-service,exam.completed,0
2026-09-19T15:27:06+00:00,notification-service,exam.completed,0
2026-09-19T15:27:06+00:00,result-service,exam.completed,0
2026-09-19T15:27:06+00:00,result-service,exam.completed,0
2026-09-19T15:27:26+00:00,audit-service,audit.events,0
2026-09-19T15:27:26+00:00,audit-service,audit.events,0
2026-09-19T15:27:26+00:00,audit-service,audit.events,0
2026-09-19T15:27:26+00:00,lab-service,exam.requested,0
2026-09-19T15:27:26+00:00,lab-service,exam.requested,0
2026-09-19T15:27:26+00:00,notification-service,exam.completed,0
2026-09-19T15:27:26+00:00,notification-service,exam.completed,0
2026-09-19T15:27:26+00:00,result-service,exam.completed,0
2026-09-19T15:27:26+00:00,result-service,exam.completed,0
2026-09-19T15:27:46+00:00,audit-service,audit.events,0
2026-09-19T15:27:46+00:00,audit-service,audit.events,0
2026-09-19T15:27:46+00:00,audit-service,audit.events,0
2026-09-19T15:27:46+00:00,lab-service,exam.requested,0
2026-09-19T15:27:46+00:00,lab-service,exam.requested,0
2026-09-19T15:27:46+00:00,notification-service,exam.completed,0
2026-09-19T15:27:46+00:00,notification-service,exam.completed,0
2026-09-19T15:27:46+00:00,result-service,exam.completed,0
2026-09-19T15:27:46+00:00,result-service,exam.completed,0
2026-09-19T15:28:06+00:00,audit-service,audit.events,0
2026-09-19T15:28:06+00:00,audit-service,audit.events,0
2026-09-19T15:28:06+00:00,audit-service,audit.events,2
2026-09-19T15:28:06+00:00,lab-service,exam.requested,0
2026-09-19T15:28:06+00:00,lab-service,exam.requested,0
2026-09-19T15:28:06+00:00,notification-service,exam.completed,0
2026-09-19T15:28:06+00:00,notification-service,exam.completed,0
2026-09-19T15:28:06+00:00,result-service,exam.completed,0
2026-09-19T15:28:06+00:00,result-service,exam.completed,0
2026-09-19T15:28:26+00:00,audit-service,audit.events,0
2026-09-19T15:28:26+00:00,audit-service,audit.events,0
2026-09-19T15:28:26+00:00,audit-service,audit.events,0
2026-09-19T15:28:26+00:00,lab-service,exam.requested,0
2026-09-19T15:28:26+00:00,lab-service,exam.requested,0
2026-09-19T15:28:26+00:00,notification-service,exam.completed,0
2026-09-19T15:28:26+00:00,notification-service,exam.completed,0
2026-09-19T15:28:26+00:00,result-service,exam.completed,0
2026-09-19T15:28:26+00:00,result-service,exam.completed,0
2026-09-19T15:28:46+00:00,audit-service,audit.events,0
2026-09-19T15:28:46+00:00,audit-service,audit.events,0
2026-09-19T15:28:46+00:00,audit-service,audit.events,0
2026-09-19T15:28:46+00:00,lab-service,exam.requested,0
2026-09-19T15:28:46+00:00,lab-service,exam.requested,0
2026-09-19T15:28:46+00:00,notification-service,exam.completed,0
2026-09-19T15:28:46+00:00,notification-service,exam.completed,0
2026-09-19T15:28:46+00:00,result-service,exam.completed,0
2026-09-19T15:28:46+00:00,result-service,exam.completed,0
2026-09-19T15:29:06+00:00,audit-service,audit.events,0
2026-09-19T15:29:06+00:00,audit-service,audit.events,0
2026-09-19T15:29:06+00:00,audit-service,audit.events,0
2026-09-19T15:29:06+00:00,lab-service,exam.requested,0
2026-09-19T15:29:06+00:00,lab-service,exam.requested,0
2026-09-19T15:29:06+00:00,notification-service,exam.completed,0
2026-09-19T15:29:06+00:00,notification-service,exam.completed,0
2026-09-19T15:29:06+00:00,result-service,exam.completed,0
2026-09-19T15:29:06+00:00,result-service,exam.completed,0
2026-09-19T15:29:25+00:00,audit-service,audit.events,0
2026-09-19T15:29:25+00:00,audit-service,audit.events,0
2026-09-19T15:29:25+00:00,audit-service,audit.events,0
2026-09-19T15:29:25+00:00,lab-service,exam.requested,0
2026-09-19T15:29:25+00:00,lab-service,exam.requested,0
2026-09-19T15:29:25+00:00,notification-service,exam.completed,0
2026-09-19T15:29:25+00:00,notification-service,exam.completed,0
2026-09-19T15:29:25+00:00,result-service,exam.completed,0
2026-09-19T15:29:25+00:00,result-service,exam.completed,0
2026-09-19T15:29:44+00:00,audit-service,audit.events,0
2026-09-19T15:29:44+00:00,audit-service,audit.events,0
2026-09-19T15:29:44+00:00,audit-service,audit.events,2
2026-09-19T15:29:44+00:00,lab-service,exam.requested,0
2026-09-19T15:29:44+00:00,lab-service,exam.requested,0
2026-09-19T15:29:44+00:00,notification-service,exam.completed,0
2026-09-19T15:29:44+00:00,notification-service,exam.completed,0
2026-09-19T15:29:44+00:00,result-service,exam.completed,0
2026-09-19T15:29:44+00:00,result-service,exam.completed,0
2026-09-19T15:30:04+00:00,audit-service,audit.events,0
2026-09-19T15:30:04+00:00,audit-service,audit.events,0
2026-09-19T15:30:04+00:00,audit-service,audit.events,2
2026-09-19T15:30:04+00:00,lab-service,exam.requested,0
2026-09-19T15:30:04+00:00,lab-service,exam.requested,0
2026-09-19T15:30:04+00:00,notification-service,exam.completed,0
2026-09-19T15:30:04+00:00,notification-service,exam.completed,0
2026-09-19T15:30:04+00:00,result-service,exam.completed,0
2026-09-19T15:30:04+00:00,result-service,exam.completed,0
2026-09-19T15:30:23+00:00,audit-service,audit.events,0
2026-09-19T15:30:23+00:00,audit-service,audit.events,0
2026-09-19T15:30:23+00:00,audit-service,audit.events,16
2026-09-19T15:30:23+00:00,lab-service,exam.requested,0
2026-09-19T15:30:23+00:00,lab-service,exam.requested,0
2026-09-19T15:30:23+00:00,notification-service,exam.completed,0
2026-09-19T15:30:23+00:00,notification-service,exam.completed,0
2026-09-19T15:30:23+00:00,result-service,exam.completed,0
2026-09-19T15:30:23+00:00,result-service,exam.completed,0
2026-09-19T15:30:42+00:00,audit-service,audit.events,0
2026-09-19T15:30:42+00:00,audit-service,audit.events,0
2026-09-19T15:30:42+00:00,audit-service,audit.events,89
2026-09-19T15:30:42+00:00,lab-service,exam.requested,0
2026-09-19T15:30:42+00:00,lab-service,exam.requested,0
2026-09-19T15:30:42+00:00,notification-service,exam.completed,0
2026-09-19T15:30:42+00:00,notification-service,exam.completed,0
2026-09-19T15:30:42+00:00,result-service,exam.completed,0
2026-09-19T15:30:42+00:00,result-service,exam.completed,0
2026-09-19T15:31:03+00:00,audit-service,audit.events,0
2026-09-19T15:31:03+00:00,audit-service,audit.events,0
2026-09-19T15:31:03+00:00,audit-service,audit.events,1834
2026-09-19T15:31:03+00:00,lab-service,exam.requested,0
2026-09-19T15:31:03+00:00,lab-service,exam.requested,0
2026-09-19T15:31:03+00:00,notification-service,exam.completed,0
2026-09-19T15:31:03+00:00,notification-service,exam.completed,0
2026-09-19T15:31:03+00:00,result-service,exam.completed,0
2026-09-19T15:31:03+00:00,result-service,exam.completed,0
2026-09-19T15:31:22+00:00,audit-service,audit.events,0
2026-09-19T15:31:22+00:00,audit-service,audit.events,0
2026-09-19T15:31:22+00:00,audit-service,audit.events,4186
2026-09-19T15:31:22+00:00,lab-service,exam.requested,0
2026-09-19T15:31:22+00:00,lab-service,exam.requested,0
2026-09-19T15:31:22+00:00,notification-service,exam.completed,0
2026-09-19T15:31:22+00:00,notification-service,exam.completed,0
2026-09-19T15:31:22+00:00,result-service,exam.completed,0
2026-09-19T15:31:22+00:00,result-service,exam.completed,0
2026-09-19T15:31:43+00:00,audit-service,audit.events,0
2026-09-19T15:31:43+00:00,audit-service,audit.events,0
2026-09-19T15:31:43+00:00,audit-service,audit.events,7748
2026-09-19T15:31:43+00:00,lab-service,exam.requested,0
2026-09-19T15:31:43+00:00,lab-service,exam.requested,0
2026-09-19T15:31:43+00:00,notification-service,exam.completed,0
2026-09-19T15:31:43+00:00,notification-service,exam.completed,0
2026-09-19T15:31:43+00:00,result-service,exam.completed,0
2026-09-19T15:31:43+00:00,result-service,exam.completed,0
2026-09-19T15:32:04+00:00,audit-service,audit.events,0
2026-09-19T15:32:04+00:00,audit-service,audit.events,0
2026-09-19T15:32:04+00:00,audit-service,audit.events,11153
2026-09-19T15:32:04+00:00,lab-service,exam.requested,0
2026-09-19T15:32:04+00:00,lab-service,exam.requested,0
2026-09-19T15:32:04+00:00,notification-service,exam.completed,0
2026-09-19T15:32:04+00:00,notification-service,exam.completed,0
2026-09-19T15:32:04+00:00,result-service,exam.completed,0
2026-09-19T15:32:04+00:00,result-service,exam.completed,0
2026-09-19T15:32:27+00:00,audit-service,audit.events,0
2026-09-19T15:32:27+00:00,audit-service,audit.events,0
2026-09-19T15:32:27+00:00,audit-service,audit.events,15345
2026-09-19T15:32:27+00:00,lab-service,exam.requested,0
2026-09-19T15:32:27+00:00,lab-service,exam.requested,0
2026-09-19T15:32:27+00:00,notification-service,exam.completed,0
2026-09-19T15:32:27+00:00,notification-service,exam.completed,0
2026-09-19T15:32:27+00:00,result-service,exam.completed,0
2026-09-19T15:32:27+00:00,result-service,exam.completed,0
2026-09-19T15:32:50+00:00,audit-service,audit.events,0
2026-09-19T15:32:50+00:00,audit-service,audit.events,0
2026-09-19T15:32:50+00:00,audit-service,audit.events,19475
2026-09-19T15:32:50+00:00,lab-service,exam.requested,0
2026-09-19T15:32:50+00:00,lab-service,exam.requested,0
2026-09-19T15:32:50+00:00,notification-service,exam.completed,0
2026-09-19T15:32:50+00:00,notification-service,exam.completed,0
2026-09-19T15:32:50+00:00,result-service,exam.completed,0
2026-09-19T15:32:50+00:00,result-service,exam.completed,0
2026-09-19T15:33:12+00:00,audit-service,audit.events,0
2026-09-19T15:33:12+00:00,audit-service,audit.events,0
2026-09-19T15:33:12+00:00,audit-service,audit.events,22967
2026-09-19T15:33:12+00:00,lab-service,exam.requested,0
2026-09-19T15:33:12+00:00,lab-service,exam.requested,0
2026-09-19T15:33:12+00:00,notification-service,exam.completed,0
2026-09-19T15:33:12+00:00,notification-service,exam.completed,0
2026-09-19T15:33:12+00:00,result-service,exam.completed,0
2026-09-19T15:33:12+00:00,result-service,exam.completed,0
2026-09-19T15:33:34+00:00,audit-service,audit.events,0
2026-09-19T15:33:34+00:00,audit-service,audit.events,0
2026-09-19T15:33:34+00:00,audit-service,audit.events,27185
2026-09-19T15:33:34+00:00,lab-service,exam.requested,0
2026-09-19T15:33:34+00:00,lab-service,exam.requested,0
2026-09-19T15:33:34+00:00,notification-service,exam.completed,0
